device,model,task,image_id,latency_ms,resolution,measured_at
cuda,yolo11n-seg,segmentation,000000000071,76.10390500030917,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000072,63.00780300034603,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000073,50.71121199989648,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000074,126.51798400020198,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000077,121.10697700018136,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000078,58.01165100001526,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000081,37.34552400010216,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000086,67.66930100002355,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000089,157.0352090002416,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000092,49.709748000168474,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000094,62.606095999854006,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000109,104.2495520000557,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000110,274.91084100029184,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000113,163.868943000125,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000127,114.37229900002421,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000133,23.384535000332107,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000136,74.13753099990572,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000138,146.62807300010172,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000142,150.1146189998508,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000143,154.6374869999454,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000144,75.67068900016238,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000149,139.81194099960703,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000151,32.12711199967089,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000154,37.13895200007755,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000164,95.08846599965182,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000165,39.67254600001979,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000192,57.11988299981385,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000194,31.041609000112658,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000196,253.34641500012367,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000201,93.58183700032896,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000208,41.32001100015259,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000241,144.64617100020405,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000247,56.31345700021484,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000250,18.514062999656744,640,2026-07-01
cuda,yolo11n-seg,segmentation,000000000257,185.03103299963186,640,2026-07-01
